CountryName,RegionName,Date,PredictedDailyNewCases
Bahrain,,2020-08-05,353.6532231711159
Bosnia and Herzegovina,,2020-08-01,34.3128978936805
Bosnia and Herzegovina,,2020-08-02,29.05747305783161
Bosnia and Herzegovina,,2020-08-03,759.1179811996678
Bosnia and Herzegovina,,2020-08-04,295.4220963625101
Bosnia and Herzegovina,,2020-08-05,384.9233508937003
Belize,,2020-08-01,0.0
Belize,,2020-08-02,0.0
Belize,,2020-08-03,0.0
Belize,,2020-08-04,0.0
Belize,,2020-08-05,0.0
Bermuda,,2020-08-01,0.43867184032100304
Bermuda,,2020-08-02,0.4433280891059605
Bermuda,,2020-08-03,1.4338752954003586
Bermuda,,2020-08-04,2.414065053222549
Bermuda,,2020-08-05,0.3841728315675417
Bolivia,,2020-08-01,1826.967125968757
Bolivia,,2020-08-02,1157.0812363706877
Bolivia,,2020-08-03,1758.7382535995166
Bolivia,,2020-08-04,1139.968527530448
Bolivia,,2020-08-05,1189.7653449259828
Brazil,,2020-08-01,47613.980733656295
Brazil,,2020-08-02,22552.418152924216
Brazil,,2020-08-03,27809.283132101507
Brazil,,2020-08-04,53784.079923220525
Brazil,,2020-08-05,55192.37704777203
Barbados,,2020-08-01,0.08563048595446698
Barbados,,2020-08-02,2.070135359641956
Barbados,,2020-08-03,0.07282665896143957
Barbados,,2020-08-04,0.07555056192623001
Barbados,,2020-08-05,0.08043700751988396
Brunei,,2020-08-01,0.0
Brunei,,2020-08-02,0.0
Brunei,,2020-08-03,0.0
Brunei,,2020-08-04,0.0
Brunei,,2020-08-05,0.0
Botswana,,2020-08-01,7.945036823584205
Botswana,,2020-08-02,6.6019031501873044
Botswana,,2020-08-03,58.74523578691777
Botswana,,2020-08-04,6.092434687459491
Botswana,,2020-08-05,70.7325467263178
Canada,,2020-08-01,313.8775102812465
Canada,,2020-08-02,288.96958852681155
Canada,,2020-08-03,616.7819472044507
Canada,,2020-08-04,365.2449923396476
Canada,,2020-08-05,491.9784180097431
Switzerland,,2020-08-01,182.09305808930696
Switzerland,,2020-08-02,141.79205755130593
Switzerland,,2020-08-03,94.3981510647985
Switzerland,,2020-08-04,158.44402967495785
Switzerland,,2020-08-05,216.2873258341632
Chile,,2020-08-01,2134.7181540848783
Chile,,2020-08-02,2032.857798468648
Chile,,2020-08-03,1959.3740534377173
Chile,,2020-08-04,1699.6720050941442
Chile,,2020-08-05,1597.219755153922
China,,2020-08-01,168.91188281005554
China,,2020-08-02,182.36436530941432
China,,2020-08-03,155.02339266057652
China,,2020-08-04,188.61221395497037
China,,2020-08-05,161.32761552257273
Cameroon,,2020-08-01,36.97961491858996
Cameroon,,2020-08-02,37.62453951328547
Cameroon,,2020-08-03,440.51337242582855
Cameroon,,2020-08-04,107.3816264003539
Cameroon,,2020-08-05,112.28369900945367
Democratic Republic of Congo,,2020-08-01,23.8726587388555
Democratic Republic of Congo,,2020-08-02,21.902584751848213
Democratic Republic of Congo,,2020-08-03,6.719067563246008
Democratic Republic of Congo,,2020-08-04,24.22764848202131
Democratic Republic of Congo,,2020-08-05,54.28752577670896
Colombia,,2020-08-01,8343.192272442315
Colombia,,2020-08-02,9208.86150134164
Colombia,,2020-08-03,9038.094477968643
Colombia,,2020-08-04,11057.380620766582
Colombia,,2020-08-05,9309.928105345343
Costa Rica,,2020-08-01,941.668542049533
Costa Rica,,2020-08-02,636.5657311704973
Costa Rica,,2020-08-03,618.7045781246428
Costa Rica,,2020-08-04,509.77614357867725
Costa Rica,,2020-08-05,464.5885618455353
Cuba,,2020-08-01,28.08024214093603
Cuba,,2020-08-02,36.16844917142507
Cuba,,2020-08-03,56.76855092344778
Cuba,,2020-08-04,44.136188870226235
Cuba,,2020-08-05,55.624616447962055
Czech Republic,,2020-08-01,171.63611991558838
Czech Republic,,2020-08-02,151.56217989865604
Czech Republic,,2020-08-03,230.4631058928534
Czech Republic,,2020-08-04,321.0424414026067
Czech Republic,,2020-08-05,331.2598941229892
Germany,,2020-08-01,920.396628782575
Germany,,2020-08-02,437.3951579591886
Germany,,2020-08-03,463.4792485116048
Germany,,2020-08-04,748.1948684550869
Germany,,2020-08-05,790.6318851708187
Djibouti,,2020-08-01,1.0960858713253263
Djibouti,,2020-08-02,11.982114077693279
Djibouti,,2020-08-03,9.948507743126507
Djibouti,,2020-08-04,9.887764606336443
Djibouti,,2020-08-05,13.879112757066505
Denmark,,2020-08-01,13.662948358002593
Denmark,,2020-08-02,13.427587611512772
Denmark,,2020-08-03,121.25256738947748
Denmark,,2020-08-04,40.70538950888002
Denmark,,2020-08-05,66.65294882478985
Dominican Republic,,2020-08-01,1911.763299633132
Dominican Republic,,2020-08-02,2088.00714506845
Dominican Republic,,2020-08-03,1310.9986357964367
Dominican Republic,,2020-08-04,590.5051749480853
Dominican Republic,,2020-08-05,1538.0869703612868
Algeria,,2020-08-01,632.7231914782698
Algeria,,2020-08-02,620.3415258933617
Algeria,,2020-08-03,643.3116598382703
Algeria,,2020-08-04,669.002597796351
Algeria,,2020-08-05,638.6590301387859
Ecuador,,2020-08-01,976.2600355173252
Ecuador,,2020-08-02,647.9601932220429
Ecuador,,2020-08-03,459.0230483557201
Ecuador,,2020-08-04,1108.9236168319724
Ecuador,,2020-08-05,902.9607512489251
Egypt,,2020-08-01,427.75451084824846
Egypt,,2020-08-02,409.24572934887954
Egypt,,2020-08-03,360.9727101098951
Egypt,,2020-08-04,415.3736245569777
Egypt,,2020-08-05,366.8715836586285
Spain,,2020-08-01,575.0116457293652
Spain,,2020-08-02,556.9602587380103
Spain,,2020-08-03,6887.864653093453
Spain,,2020-08-04,2317.3348602019146
Spain,,2020-08-05,2500.7072069435408
Estonia,,2020-08-01,8.816451698063133
Estonia,,2020-08-02,5.071573748373905
Estonia,,2020-08-03,4.206071381390711
Estonia,,2020-08-04,8.34457218217879
Estonia,,2020-08-05,8.490264382231647
Finland,,2020-08-01,10.899090902808195
Finland,,2020-08-02,4.909641618533857
Finland,,2020-08-03,8.897658235211539
Finland,,2020-08-04,12.886627320687571
Finland,,2020-08-05,9.871273600809802
France,,2020-08-01,213.6461814471596
France,,2020-08-02,207.19653991049003
France,,2020-08-03,2466.47577530915
France,,2020-08-04,705.0954370387205
France,,2020-08-05,1523.7089721727161
United Kingdom,,2020-08-01,826.0486998004062
United Kingdom,,2020-08-02,793.6702176063948
United Kingdom,,2020-08-03,722.6167248520312
United Kingdom,,2020-08-04,575.9830728016364
United Kingdom,,2020-08-05,819.3037293619857
Ghana,,2020-08-01,874.8118576219912
Ghana,,2020-08-02,1195.0537013410346
Ghana,,2020-08-03,740.6472488194364
Ghana,,2020-08-04,871.2174253368303
Ghana,,2020-08-05,827.4857635623397
Gambia,,2020-08-01,100.12940757201608
Gambia,,2020-08-02,45.17249582138693
Gambia,,2020-08-03,100.25557530178745
Gambia,,2020-08-04,57.65363573548474
Gambia,,2020-08-05,63.24006271544397
Greece,,2020-08-01,46.491828537116376
Greece,,2020-08-02,41.06303564658001
Greece,,2020-08-03,46.44648096543362
Greece,,2020-08-04,63.19428976619297
Greece,,2020-08-05,67.02399390607164
Guatemala,,2020-08-01,1238.6469948490799
Guatemala,,2020-08-02,597.0174896904117
Guatemala,,2020-08-03,288.06676647263714
Guatemala,,2020-08-04,1169.0556885977246
Guatemala,,2020-08-05,1171.3160637679898
Guam,,2020-08-01,0.8308341339015546
Guam,,2020-08-02,0.9583145074924816
Guam,,2020-08-03,13.14341175387395
Guam,,2020-08-04,3.3261954882195353
Guam,,2020-08-05,4.378887126761925
Guyana,,2020-08-01,10.133106704028632
Guyana,,2020-08-02,11.951830981260374
Guyana,,2020-08-03,20.656217817656827
Guyana,,2020-08-04,8.553795108880262
Guyana,,2020-08-05,3.492692244500766
Hong Kong,,2020-08-01,168.1851174661267
Hong Kong,,2020-08-02,161.96567686364142
Hong Kong,,2020-08-03,177.85328692875655
Hong Kong,,2020-08-04,138.2640374501276
Hong Kong,,2020-08-05,150.0287441317392
Honduras,,2020-08-01,805.2834755696181
Honduras,,2020-08-02,778.8147573385334
Honduras,,2020-08-03,417.9767746662295
Honduras,,2020-08-04,680.8934818320088
Honduras,,2020-08-05,449.7192648663067
Croatia,,2020-08-01,68.59243412646684
Croatia,,2020-08-02,57.79239630763172
Croatia,,2020-08-03,18.14063229086351
Croatia,,2020-08-04,37.31865695484301
Croatia,,2020-08-05,65.87197204545468
Hungary,,2020-08-01,27.072779644468277
Hungary,,2020-08-02,12.1700733344515
Hungary,,2020-08-03,14.25973879821946
Hungary,,2020-08-04,9.216035226647062
Hungary,,2020-08-05,10.2232259846697
Indonesia,,2020-08-01,1954.4371793651005
Indonesia,,2020-08-02,1578.8033181267665
Indonesia,,2020-08-03,1611.2437311903109
Indonesia,,2020-08-04,1829.7358839194474
Indonesia,,2020-08-05,2463.311836687691
India,,2020-08-01,54781.17807775231
India,,2020-08-02,55886.82877330237
India,,2020-08-03,50031.67550251267
India,,2020-08-04,56912.313445433
India,,2020-08-05,55424.34441660423
Ireland,,2020-08-01,43.83198562381665
Ireland,,2020-08-02,32.93328523865685
Ireland,,2020-08-03,31.297127857351192
Ireland,,2020-08-04,55.56729103618182
Ireland,,2020-08-05,29.73622321135739
Iran,,2020-08-01,2348.3497544734614
Iran,,2020-08-02,2368.7421694375303
Iran,,2020-08-03,2464.835446370847
Iran,,2020-08-04,2696.2198878821914
Iran,,2020-08-05,2669.9681567827197
Iraq,,2020-08-01,3074.963818589945
Iraq,,2020-08-02,2660.575244959888
Iraq,,2020-08-03,2728.0716586108883
Iraq,,2020-08-04,2907.4595468499933
Iraq,,2020-08-05,3124.8168417254637
Iceland,,2020-08-01,10.137537707181858
Iceland,,2020-08-02,16.00211534720999
Iceland,,2020-08-03,20.872629554100882
Iceland,,2020-08-04,18.76063290745931
Iceland,,2020-08-05,21.32189487558077
Israel,,2020-08-01,1090.6961637576298
Israel,,2020-08-02,1012.8319328099509
Israel,,2020-08-03,2016.665926700071
Israel,,2020-08-04,2090.8808968690864
Israel,,2020-08-05,1916.4178504974923
Italy,,2020-08-01,300.43641793729387
Italy,,2020-08-02,279.3930208257715
Italy,,2020-08-03,191.32288188745088
Italy,,2020-08-04,223.85449854332043
Italy,,2020-08-05,307.9786373353179
Jordan,,2020-08-01,9.136005033681073
Jordan,,2020-08-02,14.967686587911878
Jordan,,2020-08-03,8.95625105855001
Jordan,,2020-08-04,6.8547148424043804
Jordan,,2020-08-05,5.7687320441073755
Japan,,2020-08-01,1099.5364471906432
Japan,,2020-08-02,1122.7393184864275
Japan,,2020-08-03,869.6161655277713
Japan,,2020-08-04,1240.4839969766572
Japan,,2020-08-05,1510.367730930293
Kazakhstan,,2020-08-01,1411.705197635399
Kazakhstan,,2020-08-02,1310.6819888259067
Kazakhstan,,2020-08-03,1443.361593900317
Kazakhstan,,2020-08-04,1466.4797550564583
Kazakhstan,,2020-08-05,1411.4650347949505
Kenya,,2020-08-01,427.3298539110177
Kenya,,2020-08-02,1012.8975132590609
Kenya,,2020-08-03,424.837037591843
Kenya,,2020-08-04,656.7116085507404
Kenya,,2020-08-05,592.3693878735687
Kyrgyz Republic,,2020-08-01,722.3860082972226
Kyrgyz Republic,,2020-08-02,578.970920182388
Kyrgyz Republic,,2020-08-03,413.9067709356441
Kyrgyz Republic,,2020-08-04,507.95214141594283
Kyrgyz Republic,,2020-08-05,720.4431681579164
South Korea,,2020-08-01,55.14494900657926
South Korea,,2020-08-02,22.865858605111452
South Korea,,2020-08-03,26.38670438730907
South Korea,,2020-08-04,47.002553942439775
South Korea,,2020-08-05,17.435774586792053
Kuwait,,2020-08-01,667.7564907899632
Kuwait,,2020-08-02,442.22045144153964
Kuwait,,2020-08-03,579.6077596034168
Kuwait,,2020-08-04,740.1646413575818
Kuwait,,2020-08-05,723.3273253289206
Laos,,2020-08-01,0.0
Laos,,2020-08-02,0.0
Laos,,2020-08-03,0.0
Laos,,2020-08-04,0.0
Laos,,2020-08-05,0.0
Lebanon,,2020-08-01,210.76531985866407
Lebanon,,2020-08-02,197.7090556004333
Lebanon,,2020-08-03,158.27892223658128
Lebanon,,2020-08-04,167.2478434494182
Lebanon,,2020-08-05,208.5991876780465
Sri Lanka,,2020-08-01,5.118314464001394
Sri Lanka,,2020-08-02,11.14739245318471
Sri Lanka,,2020-08-03,22.186687430307693
Sri Lanka,,2020-08-04,4.293074469652115
Sri Lanka,,2020-08-05,0.0
Lesotho,,2020-08-01,93.58160729627787
Lesotho,,2020-08-02,120.39247774738526
Lesotho,,2020-08-03,34.205109226388785
Lesotho,,2020-08-04,34.6147862036455
Lesotho,,2020-08-05,106.098864994291
Luxembourg,,2020-08-01,133.55658557004014
Luxembourg,,2020-08-02,82.8626508166197
Luxembourg,,2020-08-03,48.476344638353346
Luxembourg,,2020-08-04,52.94710108419441
Luxembourg,,2020-08-05,156.4304778991688
Macao,,2020-08-01,0.0
Macao,,2020-08-02,0.0
Macao,,2020-08-03,0.0
Macao,,2020-08-04,0.0
Macao,,2020-08-05,0.0
Morocco,,2020-08-01,1268.8839056030079
Morocco,,2020-08-02,1098.953873952813
Morocco,,2020-08-03,1064.3326746267576
Morocco,,2020-08-04,948.115632595151
Morocco,,2020-08-05,1272.3836250945762
Madagascar,,2020-08-01,142.62561502734877
Madagascar,,2020-08-02,447.6838593033671
Madagascar,,2020-08-03,413.0869774007359
Madagascar,,2020-08-04,431.8544645311152
Madagascar,,2020-08-05,228.96653021802916
Mexico,,2020-08-01,6700.233007758926
Mexico,,2020-08-02,5458.574348582567
Mexico,,2020-08-03,4970.578757905012
Mexico,,2020-08-04,7206.911587062719
Mexico,,2020-08-05,5759.585666418809
Mali,,2020-08-01,0.0
Mali,,2020-08-02,6.334627606744853
Mali,,2020-08-03,2.4376930912590824
Mali,,2020-08-04,6.501202931599826
Mali,,2020-08-05,0.5880559651049846
Myanmar,,2020-08-01,2.240445845857175
Myanmar,,2020-08-02,2.2314517485365073
Myanmar,,2020-08-03,0.20610838898243017
Myanmar,,2020-08-04,1.2004552177522587
Myanmar,,2020-08-05,0.20943015915505855
Mongolia,,2020-08-01,1.8687065047089986
Mongolia,,2020-08-02,0.9657552190937014
Mongolia,,2020-08-03,1.022050393195455
Mongolia,,2020-08-04,2.0361462814977687
Mongolia,,2020-08-05,3.004567684373264
Mozambique,,2020-08-01,34.04965266228952
Mozambique,,2020-08-02,60.56751095534605
Mozambique,,2020-08-03,38.30292381127702
Mozambique,,2020-08-04,23.995740061201687
Mozambique,,2020-08-05,31.96160738906822
Mauritania,,2020-08-01,28.569966819041632
Mauritania,,2020-08-02,14.635788149253168
Mauritania,,2020-08-03,32.43661189695559
Mauritania,,2020-08-04,37.18803161939017
Mauritania,,2020-08-05,20.664026703163408
Mauritius,,2020-08-01,0.992979918488432
Mauritius,,2020-08-02,0.0
Mauritius,,2020-08-03,0.0
Mauritius,,2020-08-04,0.0
Mauritius,,2020-08-05,0.0
Malawi,,2020-08-01,2.5375282340772687
Malawi,,2020-08-02,190.62341063442145
Malawi,,2020-08-03,27.919115318466453
Malawi,,2020-08-04,49.34269304386656
Malawi,,2020-08-05,33.05347445354161
Malaysia,,2020-08-01,25.71136709774807
Malaysia,,2020-08-02,15.681768495477128
Malaysia,,2020-08-03,9.552494791922118
Malaysia,,2020-08-04,41.6352190140277
Malaysia,,2020-08-05,15.644468566714533
Namibia,,2020-08-01,73.1819285673985
Namibia,,2020-08-02,91.3569726915811
Namibia,,2020-08-03,71.07856859185834
Namibia,,2020-08-04,77.35928878372098
Namibia,,2020-08-05,72.51037306169
Niger,,2020-08-01,0.0
Niger,,2020-08-02,12.126605784049712
Niger,,2020-08-03,0.27213157358417556
Niger,,2020-08-04,0.36488685354112643
Niger,,2020-08-05,0.41444695748356486
Nigeria,,2020-08-01,418.94533322859843
Nigeria,,2020-08-02,539.0551981259325
Nigeria,,2020-08-03,635.879561231554
Nigeria,,2020-08-04,615.0407820971345
Nigeria,,2020-08-05,396.8382058547456
Nicaragua,,2020-08-01,0.0
Nicaragua,,2020-08-02,0.0
Nicaragua,,2020-08-03,0.0
Nicaragua,,2020-08-04,0.0
Nicaragua,,2020-08-05,73.53570134278348
Netherlands,,2020-08-01,378.36912750486226
Netherlands,,2020-08-02,247.89142134938933
Netherlands,,2020-08-03,320.2531453146927
Netherlands,,2020-08-04,339.26427530040183
Netherlands,,2020-08-05,427.76894363718566
Norway,,2020-08-01,27.30767199997021
Norway,,2020-08-02,13.917058680887253
Norway,,2020-08-03,22.631481195718173
Norway,,2020-08-04,25.409340052148305
Norway,,2020-08-05,29.134006471141877
New Zealand,,2020-08-01,0.33635225772726907
New Zealand,,2020-08-02,0.28091149932992043
New Zealand,,2020-08-03,1.2331888015837382
New Zealand,,2020-08-04,2.194457287283985
New Zealand,,2020-08-05,1.1995675232675913
Oman,,2020-08-01,853.4706157107178
Oman,,2020-08-02,963.4035395443441
Oman,,2020-08-03,890.9937061840787
Oman,,2020-08-04,702.7526205748013
Oman,,2020-08-05,536.1764222874779
Pakistan,,2020-08-01,1062.3223609550482
Pakistan,,2020-08-02,0.0
Pakistan,,2020-08-03,1065.1121090459726
Pakistan,,2020-08-04,838.0660794460694
Pakistan,,2020-08-05,979.8738424415776
Panama,,2020-08-01,879.6044230969148
Panama,,2020-08-02,1422.2755618237904
Panama,,2020-08-03,1122.115927002518
Panama,,2020-08-04,742.0662665443372
Panama,,2020-08-05,999.068257497221
Peru,,2020-08-01,76.87763486175173
Peru,,2020-08-02,0.0
Peru,,2020-08-03,13697.267949514804
Peru,,2020-08-04,5192.105291499448
Peru,,2020-08-05,5585.936907861716
Philippines,,2020-08-01,2391.689573701288
Philippines,,2020-08-02,2470.691423327842
Philippines,,2020-08-03,2006.646038621898
Philippines,,2020-08-04,2025.1230583909705
Philippines,,2020-08-05,2170.3922460319827
Papua New Guinea,,2020-08-01,9.548838575554067
Papua New Guinea,,2020-08-02,25.618784702539912
Papua New Guinea,,2020-08-03,2.8427544118421837
Papua New Guinea,,2020-08-04,4.087603709834836
Papua New Guinea,,2020-08-05,3.327024835587637
Poland,,2020-08-01,680.0984691228773
Poland,,2020-08-02,533.9074462626886
Poland,,2020-08-03,420.1829564394408
Poland,,2020-08-04,581.8482506366911
Poland,,2020-08-05,586.4958816359597
Puerto Rico,,2020-08-01,251.94930246587086
Puerto Rico,,2020-08-02,199.12868168153122
Puerto Rico,,2020-08-03,185.8172425276171
Puerto Rico,,2020-08-04,175.74597272831696
Puerto Rico,,2020-08-05,121.53580422409408
Portugal,,2020-08-01,250.69944164484303
Portugal,,2020-08-02,197.11998429062825
Portugal,,2020-08-03,123.57641149183411
Portugal,,2020-08-04,99.8527903195964
Portugal,,2020-08-05,192.50898087505936
Paraguay,,2020-08-01,164.87790705730663
Paraguay,,2020-08-02,175.4130997740899
Paraguay,,2020-08-03,158.58705594986958
Paraguay,,2020-08-04,175.70220139973262
Paraguay,,2020-08-05,235.9588650372462
Qatar,,2020-08-01,324.1591413828753
Qatar,,2020-08-02,197.97161632177952
Qatar,,2020-08-03,224.64496570618047
Qatar,,2020-08-04,219.41880959891452
Qatar,,2020-08-05,211.14592289157224
Kosovo,,2020-08-01,265.9394248125999
Kosovo,,2020-08-02,244.7767098539733
Kosovo,,2020-08-03,298.8209174942206
Kosovo,,2020-08-04,259.73241761002765
Kosovo,,2020-08-05,214.3242082308242
Romania,,2020-08-01,1484.5344606036049
Romania,,2020-08-02,1307.6553162809519
Romania,,2020-08-03,1284.768097077016
Romania,,2020-08-04,1319.3889837429751
Romania,,2020-08-05,1344.5103629177659
Russia,,2020-08-01,5610.151996833545
Russia,,2020-08-02,5521.651724771484
Russia,,2020-08-03,5411.773085562496
Russia,,2020-08-04,5188.182678352585
Russia,,2020-08-05,5283.795869896796
Rwanda,,2020-08-01,28.458033432655874
Rwanda,,2020-08-02,73.72978807551993
Rwanda,,2020-08-03,62.29374860276012
Rwanda,,2020-08-04,50.91004995802289
Rwanda,,2020-08-05,40.6776875026048
Saudi Arabia,,2020-08-01,1941.1821110548824
Saudi Arabia,,2020-08-02,1741.3977229233271
Saudi Arabia,,2020-08-03,1788.6958759004763
Saudi Arabia,,2020-08-04,1715.4088272999131
Saudi Arabia,,2020-08-05,1598.5355662380075
Sudan,,2020-08-01,0.0
Sudan,,2020-08-02,73.35831867054623
Sudan,,2020-08-03,31.85656588774064
Sudan,,2020-08-04,66.65137435014218
Sudan,,2020-08-05,78.98784237626609
Singapore,,2020-08-01,557.2601748439293
Singapore,,2020-08-02,516.7277781329616
Singapore,,2020-08-03,498.35111250675124
Singapore,,2020-08-04,383.6859598831131
Singapore,,2020-08-05,355.97471193285145
Sierra Leone,,2020-08-01,3.008091095266023
Sierra Leone,,2020-08-02,14.987412742358405
Sierra Leone,,2020-08-03,0.014297896797660041
Sierra Leone,,2020-08-04,3.0703646023562268
Sierra Leone,,2020-08-05,17.09228754085919
El Salvador,,2020-08-01,452.32484697046795
El Salvador,,2020-08-02,430.59912144615447
El Salvador,,2020-08-03,425.72964443166205
El Salvador,,2020-08-04,431.3056804670298
El Salvador,,2020-08-05,414.87478185331986
Serbia,,2020-08-01,5.588562808412911
Serbia,,2020-08-02,883.0661631180827
Serbia,,2020-08-03,416.17504054039046
Serbia,,2020-08-04,385.55283594737745
Serbia,,2020-08-05,378.6235275986212
South Sudan,,2020-08-01,0.6731355283896363
South Sudan,,2020-08-02,4.280927345576085
South Sudan,,2020-08-03,43.141745737730574
South Sudan,,2020-08-04,0.1255420074549512
South Sudan,,2020-08-05,17.113198346481507
Slovak Republic,,2020-08-01,24.011844752387958
Slovak Republic,,2020-08-02,39.13077647269062
Slovak Republic,,2020-08-03,3.4570372198524666
Slovak Republic,,2020-08-04,24.880542298572944
Slovak Republic,,2020-08-05,43.38775021202557
Slovenia,,2020-08-01,11.95719489977515
Slovenia,,2020-08-02,14.41702536074523
Slovenia,,2020-08-03,3.8064743879405967
Slovenia,,2020-08-04,13.152176046047265
Slovenia,,2020-08-05,13.357140633987633
Sweden,,2020-08-01,141.28341182879828
Sweden,,2020-08-02,44.37947016048233
Sweden,,2020-08-03,71.66534921903802
Sweden,,2020-08-04,281.74047393772224
Sweden,,2020-08-05,298.50535703852387
Eswatini,,2020-08-01,83.52393613876666
Eswatini,,2020-08-02,77.09601706165995
Eswatini,,2020-08-03,119.72445417994034
Eswatini,,2020-08-04,97.67027429922561
Eswatini,,2020-08-05,156.0556861747781
Seychelles,,2020-08-01,0.0
Seychelles,,2020-08-02,0.0
Seychelles,,2020-08-03,0.0
Seychelles,,2020-08-04,6.9174341039333855
Seychelles,,2020-08-05,0.0
Syria,,2020-08-01,22.641660932578777
Syria,,2020-08-02,26.49799765283274
Syria,,2020-08-03,27.26061244758904
Syria,,2020-08-04,22.745286840472996
Syria,,2020-08-05,25.39915760187111
Chad,,2020-08-01,1.0031557868665357
Chad,,2020-08-02,0.7662979593510298
Chad,,2020-08-03,7.749191291228308
Chad,,2020-08-04,4.956093350933196
Chad,,2020-08-05,1.117760345701937
Thailand,,2020-08-01,2.5434521793419185
Thailand,,2020-08-02,8.553923118524322
Thailand,,2020-08-03,3.693292792731493
Thailand,,2020-08-04,1.7895013873846437
Thailand,,2020-08-05,0.8612377534593214
Trinidad and Tobago,,2020-08-01,9.329717553941448
Trinidad and Tobago,,2020-08-02,5.05602664898903
Trinidad and Tobago,,2020-08-03,6.738161014015308
Trinidad and Tobago,,2020-08-04,10.93827966679158
Trinidad and Tobago,,2020-08-05,9.32811830925094
Tunisia,,2020-08-01,22.924851878376646
Tunisia,,2020-08-02,13.503332122753708
Tunisia,,2020-08-03,6.914391069536963
Tunisia,,2020-08-04,16.442053979186266
Tunisia,,2020-08-05,23.19571996533062
Turkey,,2020-08-01,938.367632648371
Turkey,,2020-08-02,939.6243722313188
Turkey,,2020-08-03,930.053473701065
Turkey,,2020-08-04,974.7528063139544
Turkey,,2020-08-05,951.2096498497785
Taiwan,,2020-08-01,0.5504702411939759
Taiwan,,2020-08-02,0.41549066142822144
Taiwan,,2020-08-03,4.384662973712006
Taiwan,,2020-08-04,5.3902775411934085
Taiwan,,2020-08-05,0.4091583752707112
Tanzania,,2020-08-01,0.0
Tanzania,,2020-08-02,0.0
Tanzania,,2020-08-03,0.0
Tanzania,,2020-08-04,0.0
Tanzania,,2020-08-05,0.0
Uganda,,2020-08-01,16.42277509439119
Uganda,,2020-08-02,14.120220222043656
Uganda,,2020-08-03,14.896889221776961
Uganda,,2020-08-04,8.832446553956853
Uganda,,2020-08-05,6.8009725232823275
